-27.61557529,7.86E-06,0.382211497,245.3844247
-7.616787657,0,0.208142685,265.3832123
-1.116312933,-1.21E-84,0.029854585,271.8836871
-1.057958084,-5.19E-71,0.005321487,271.9420419
-0.147758917,-3.18E-69,0.001776578,272.8522411
-0.055951648,-2.98E-68,5.43E-04,272.9440484
-0.024322326,-1.26E-44,5.70E-05,272.9756777
-0.005956554,-7.24E-33,5.70E-07,272.9940434
-0.001252594,-3.31E-28,7.70E-08,272.9987474
-4.36E-04,-3.13E-27,3.68E-08,272.9995637
-1.29E-04,-1.00E-25,2.25E-09,272.999871
-1.25E-04,-1.63E-25,2.06E-12,272.9998747
-3.50E-09,-2.03E-25,1.65E-12,273
-5.68E-14,-2.98E-20,4.91E-13,273
0,-4.15E-20,2.27E-13,273
0,-3.92E-17,2.70E-14,273
0,-9.85E-15,2.44E-26,273
0,-1.06E-13,1.71E-45,273
7.54E-10,-5.83E-13,1.96E-56,273
1.08E-07,-1.45E-11,-9.23E-46,273.0000001
1.18E-07,-3.02E-11,-3.28E-44,273.0000001
1.38E-07,-5.22E-11,-3.00E-21,273.0000001
3.48E-06,-6.97E-11,-8.30E-18,273.0000035
4.21E-06,-2.68E-10,-3.35E-08,273.0000042
0.004240016,-3.59E-10,-1.87E-04,273.00424
0.188338989,-7.35E-10,-4.55E-04,273.188339
0.919017641,-2.41E-09,-8.03E-04,273.9190176
1.598919766,-9.99E-09,-0.013506015,274.5989198
1.610848878,-1.16E-08,-0.057561003,274.6108489
1.730824341,-1.58E-08,-0.072244854,274.7308243
2.296112807,-5.39E-08,-0.142444334,275.2961128
4.056090743,-1.81E-07,-0.393323057,277.0560907
8.220850726,-3.81E-07,-0.604887633,281.2208507
20.75609596,-3.84E-07,-4.204831834,293.756096
43.76920691,-5.67E-07,-9.183247693,316.7692069
49.24023385,-7.70E-07,-12.5450946,322.2402338
102.9781443,-4.09E-06,-13.04145121,375.9781443
143.4895779,-5.98E-06,-94.46182297,416.4895779
249.9003821,-6.06E-06,-150.228889,522.9003821
290.8158919,-8.46E-06,-221.2073162,563.8158919
459.7042196,-2.03E-05,-483.3634273,732.7042196
493.8267579,-6.31E-05,-528.6408453,766.8267579
528.2584162,-6.44E-05,-595.3539032,801.2584162
633.260951,-1.46E-04,-713.7546095,906.260951
977.9876495,-1.88E-04,-816.8239034,1250.98765
1128.563671,-6.25E-04,-1285.505505,1401.563671
1779.816412,-8.66E-04,-2792.883057,2052.816412
1934.964411,-0.001629618,-3359.134637,2207.964411
2451.540231,-0.005209815,-3509.040646,2724.540231
2982.275485,-0.011120258,-4478.481384,3255.275485
3212.554241,-0.023283323,-4655.023815,3485.554241
3278.912118,-0.023884343,-6293.619984,3551.912118
3310.334272,-0.026354495,-6701.095718,3583.334272
3562.785963,-0.042634568,-6841.997312,3835.785963
3567.813639,-0.043208679,-7799.349964,3840.813639
3572.979979,-0.058445944,-8138.873831,3845.979979
3676.775269,-0.065148167,-8633.74083,3949.775269
3976.851751,-0.123184083,-8877.002929,4249.851751
4041.512407,-0.144139652,-8915.759827,4314.512407
4299.329273,-0.180033615,-11680.77854,4572.329273
4442.182375,-0.296409854,-12628.26011,4715.182375
4734.3156,-0.315829007,-12651.93208,5007.3156
5058.256741,-0.323117643,-14862.95664,5331.256741
5126.154887,-0.399601904,-15651.35004,5399.154887
5183.653627,-0.429014341,-17489.76505,5456.653627
5843.013723,-0.443045939,-18391.76636,6116.013723
6270.080413,-0.614376721,-18730.04051,6543.080413
6496.874767,-0.693906783,-19115.19379,6769.874767
6819.675107,-0.829051618,-19782.06066,7092.675107
6951.792173,-0.850190567,-22164.88123,7224.792173
7118.546928,-0.983783172,-23452.26494,7391.546928
7568.265802,-1.022612874,-24356.60736,7841.265802
8036.9792,-1.029885185,-26788.97872,8309.9792
8301.721099,-1.032351859,-27198.65208,8574.721099
8512.59433,-1.167459339,-34578.65943,8785.59433
8672.379152,-1.321425575,-36922.91015,8945.379152
8798.46231,-1.390991406,-38939.54833,9071.46231
9281.946877,-1.404032686,-46546.01563,9554.946877
9567.286045,-1.512270328,-48557.01209,9840.286045
9682.591898,-1.545921809,-48925.40461,9955.591898
9760.589114,-1.717492821,-54274.6523,10033.58911
10023.0494,-1.829654093,-55227.72468,10296.0494
10331.59871,-2.064837391,-60102.36084,10604.59871
10660.92961,-2.07772879,-63513.92484,10933.92961
12129.47452,-2.140035781,-66797.4602,12402.47452
12552.71371,-2.229020157,-70842.04433,12825.71371
12913.67421,-2.251694399,-80745.08313,13186.67421
12987.1119,-2.259871244,-83826.51405,13260.1119
13468.34061,-2.388617687,-84600.93761,13741.34061
13676.1088,-2.398773403,-84721.63059,13949.1088
15438.90652,-2.403753747,-87909.36132,15711.90652
15637.13871,-2.699572767,-98051.63576,15910.13871
15848.47967,-2.78049291,-103376.7913,16121.47967
16262.2543,-2.828557705,-108298.7147,16535.2543
16373.3382,-2.831900314,-108377.3997,16646.3382
16447.60519,-3.031356005,-116569.4677,16720.60519
16748.72766,-3.041314473,-116727.6276,17021.72766
17152.56514,-3.059299814,-122748.1262,17425.56514
17444.27481,-3.127944692,-125125.0672,17717.27481
18143.74874,-4.502860229,-152411.3034,18416.74874
